id_inmueble,id_plataforma,url_anuncio,pais,departamento,ciudad,barrios,direccion,zona_ciudad,latitud,longitud,tipo_propiedad,area_total_m2,num_habitaciones,num_banos,num_parqueaderos,estrato,estado,antiguedad_construccion,precio_venta,precio_administracion,fecha_publicacion,fecha_actualizacion,fecha_ingreso,nombre_contacto
192311536,fincaraiz,https://www.fincaraiz.com.co/casa-en-venta-en-belen-san-bernardo-medellin/192311536,Colombia,Antioquia,Medellín,"Belén San Bernardo, ","calle 24 número 71 a 21 Belén, Medellín, Antioquia",,6.2252729,-75.593051,Casa,110.0,3,2,0,3,Nuevo,0.0,540000000,0,2025-04-25,2025-08-08,2025-04-25,KSTA INMOBILIARIA
192585910,fincaraiz,https://www.fincaraiz.com.co/casa-en-venta-en-la-doctora-medellin/192585910,Colombia,Antioquia,Medellín,"La doctora, Belén Aliadas, Belén, La gloria, Belén San Bernardo, ","BELÉN SAN BERNARDO , Calle 24 #71 a 21",,6.2239208,-75.5973645,Casa,130.0,4,2,1,3,Usado,4.0,545000000,0,2025-06-30,2025-08-08,2025-06-30,Compro Casa
192731716,fincaraiz,https://www.fincaraiz.com.co/apartamento-en-venta-en-belen-medellin/192731716,Colombia,Antioquia,Medellín,"Urbanizacion rafael uribe uribe, Belen Las Playas, Belén, ",Belén,,6.2201516,-75.595347,Apartamento,105.0,5,1,0,3,Usado,3.0,380000000,0,2025-08-08,2025-08-08,2025-08-08,D Logistica Inmobiliaria
192721513,fincaraiz,https://www.fincaraiz.com.co/casa-en-venta-en-belen-medellin/192721513,Colombia,Antioquia,Medellín,"Belén, Belén San Bernardo, ",Calle 24 No. 71a - 21,,6.225200884546,-75.592790544033,Casa,130.0,4,2,2,3,Usado,4.0,560000000,0,2025-08-05,2025-08-05,2025-08-05,VIVIENDO GRUPO INMOBILIARIO
192481255,fincaraiz,https://www.fincaraiz.com.co/apartamento-en-venta-en-belen-medellin/192481255,Colombia,Antioquia,Medellín,"Belén, Belen Las Playas, ",CL 13 73 22 INT 401 BL 32,,6.2204906,-75.5968866,Apartamento,7830.0,3,2,0,3,Nuevo,0.0,330000000,0,2025-06-03,2025-06-03,2025-06-03,Arrendamientos El Castillo S.A.S
192390738,fincaraiz,https://www.fincaraiz.com.co/apartamento-en-venta-en-belen-san-bernardo-medellin/192390738,Colombia,Antioquia,Medellín,"Belén, Belén San Bernardo, ",SAN BERNARDO,,6.2272696,-75.5960745,Apartamento,100.0,3,2,0,3,Usado,4.0,460000000,0,2025-05-14,2025-05-14,2025-05-14,VIVÁREA SAS
192464530,fincaraiz,https://www.fincaraiz.com.co/local-en-venta-en-laureles-medellin/192464530,Colombia,Antioquia,Medellín,"Laureles, Belén, Belén San Bernardo, ",Cra 74 39B 15,,6.2252000445102,-75.595526686481,Local,51.0,0,1,1,5,Usado,5.0,400000000,492000,2025-05-29,2025-07-01,2025-05-29,PROYECTA IN INMOBILIARIA SAS
192174210,fincaraiz,https://www.fincaraiz.com.co/casa-en-venta-en-belen-las-playas-medellin/192174210,Colombia,Antioquia,Medellín,"Belen Las Playas, Belén, Aeroparque juan pablo ii, ",Calle 11 # 70-36,,6.219087003832,-75.593355016594,Casa,100.0,4,1,0,3,Usado,4.0,450000000,0,2025-03-20,2025-07-28,2025-03-20,Arrendamientos las vegas
192632367,fincaraiz,https://www.fincaraiz.com.co/casa-en-venta-en-belen-medellin/192632367,Colombia,Antioquia,Medellín,"Diego echavarria, Belén, Belen Las Playas, Urbanizacion cazadiana, ",CR 75 28 27 AP 201,,6.219035,-75.5975366,Casa,161.0,4,5,0,3,Nuevo,0.0,460000000,0,2025-07-12,2025-07-12,2025-07-12,Activos Y Bienes SAS
192338377,fincaraiz,https://www.fincaraiz.com.co/local-en-venta-en-belen-medellin/192338377,Colombia,Antioquia,Medellín,"Urbanizacion san bernardo, Granada, Belén, Urbanizacion rosales del parque, Belén San Bernardo, Aeroparque juan pablo ii, ",Carrera 70 # 26 A 33,,6.2286996,-75.591641,Local,60.0,0,1,0,4,Usado,5.0,600000000,0,2025-05-02,2025-05-20,2025-05-02,Grupo Empresarial Mi
